iShares Core S&P 500 ETF
Fund Holdings as of,"Jan 21, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"1,100,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"RJF","RAYMOND JAMES INC","Financials","Equity","385,655,265.60","0.05","385,655,265.60","2,267,760.00","170.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Equity","379,674,173.01","0.05","379,674,173.01","20,227,713.00","18.77","United States","NASDAQ","USD","1.00","USD","-"
"MTD","METTLER TOLEDO INC","Health Care","Equity","379,116,871.13","0.05","379,116,871.13","262,741.00","1,442.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TDY","TELEDYNE TECHNOLOGIES INC","Information Technology","Equity","375,549,345.99","0.05","375,549,345.99","603,981.00","621.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HSY","HERSHEY FOODS","Consumer Staples","Equity","373,683,146.62","0.05","373,683,146.62","1,905,866.00","196.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EL","ESTEE LAUDER INC CLASS A","Consumer Staples","Equity","372,782,144.85","0.05","372,782,144.85","3,162,655.00","117.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NRG","NRG ENERGY INC","Utilities","Equity","371,416,104.44","0.05","371,416,104.44","2,464,933.00","150.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOV","DOVER CORP","Industrials","Equity","367,749,145.10","0.05","367,749,145.10","1,763,362.00","208.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CBOE","CBOE GLOBAL MARKETS INC","Financials","Equity","367,239,827.92","0.05","367,239,827.92","1,344,856.00","273.07","United States","Cboe BZX","USD","1.00","USD","-"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","366,509,205.00","0.05","366,509,205.00","2,395,485.00","153.00","United States","NASDAQ","USD","1.00","USD","-"
"DTE","DTE ENERGY","Utilities","Equity","365,838,322.23","0.05","365,838,322.23","2,668,989.00","137.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AEE","AMEREN CORP","Utilities","Equity","362,121,967.35","0.05","362,121,967.35","3,477,595.00","104.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DXCM","DEXCOM INC","Health Care","Equity","361,741,329.31","0.05","361,741,329.31","5,016,521.00","72.11","United States","NASDAQ","USD","1.00","USD","-"
"TSCO","TRACTOR SUPPLY","Consumer Discretionary","Equity","361,369,798.66","0.05","361,369,798.66","6,796,498.00","53.17","United States","NASDAQ","USD","1.00","USD","-"
"HAL","HALLIBURTON","Energy","Equity","361,132,041.36","0.05","361,132,041.36","10,825,301.00","33.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYF","SYNCHRONY FINANCIAL","Financials","Equity","357,309,584.19","0.05","357,309,584.19","4,632,563.00","77.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HPE","HEWLETT PACKARD ENTERPRISE","Information Technology","Equity","356,732,627.10","0.05","356,732,627.10","16,971,105.00","21.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IRM","IRON MOUNTAIN INC","Real Estate","Equity","356,419,931.61","0.05","356,419,931.61","3,799,381.00","93.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","353,881,020.72","0.05","353,881,020.72","5,524,212.00","64.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PPL","PPL CORP","Utilities","Equity","353,594,589.92","0.05","353,594,589.92","9,510,344.00","37.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSGP","COSTAR GROUP INC","Real Estate","Equity","352,965,539.94","0.05","352,965,539.94","5,449,522.00","64.77","United States","NASDAQ","USD","1.00","USD","-"
"NTRS","NORTHERN TRUST CORP","Financials","Equity","351,288,363.36","0.05","351,288,363.36","2,432,408.00","144.42","United States","NASDAQ","USD","1.00","USD","-"
"TPR","TAPESTRY INC","Consumer Discretionary","Equity","348,083,847.12","0.05","348,083,847.12","2,632,213.00","132.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBL","JABIL INC","Information Technology","Equity","347,893,412.70","0.05","347,893,412.70","1,374,258.00","253.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATO","ATMOS ENERGY CORP","Utilities","Equity","347,672,769.21","0.05","347,672,769.21","2,064,933.00","168.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ES","EVERSOURCE ENERGY","Utilities","Equity","344,470,743.36","0.05","344,470,743.36","4,825,872.00","71.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"USD","USD CASH","Cash and/or Derivatives","Cash","341,512,577.97","0.05","341,512,577.97","341,512,578.00","100.00","United States","-","USD","1.00","USD","-"
"WSM","WILLIAMS SONOMA INC","Consumer Discretionary","Equity","337,652,247.14","0.04","337,652,247.14","1,566,541.00","215.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FSLR","FIRST SOLAR INC","Information Technology","Equity","336,347,004.60","0.04","336,347,004.60","1,380,055.00","243.72","United States","NASDAQ","USD","1.00","USD","-"
"EXE","EXPAND ENERGY CORP","Energy","Equity","335,323,821.00","0.04","335,323,821.00","3,062,318.00","109.50","United States","NASDAQ","USD","1.00","USD","-"
"EFX","EQUIFAX INC","Industrials","Equity","333,744,445.92","0.04","333,744,445.92","1,574,192.00","212.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNP","CENTERPOINT ENERGY INC","Utilities","Equity","331,952,226.28","0.04","331,952,226.28","8,397,476.00","39.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STE","STERIS","Health Care","Equity","329,731,653.42","0.04","329,731,653.42","1,262,469.00","261.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HUBB","HUBBELL INC","Industrials","Equity","329,697,075.00","0.04","329,697,075.00","683,310.00","482.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AWK","AMERICAN WATER WORKS INC","Utilities","Equity","328,671,724.64","0.04","328,671,724.64","2,509,136.00","130.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LEN","LENNAR A CORP CLASS A","Consumer Discretionary","Equity","327,464,868.00","0.04","327,464,868.00","2,775,126.00","118.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ON","ON SEMICONDUCTOR CORP","Information Technology","Equity","326,733,544.71","0.04","326,733,544.71","5,175,567.00","63.13","United States","NASDAQ","USD","1.00","USD","-"
"PHM","PULTEGROUP INC","Consumer Discretionary","Equity","325,845,317.57","0.04","325,845,317.57","2,507,081.00","129.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BIIB","BIOGEN INC","Health Care","Equity","325,620,183.42","0.04","325,620,183.42","1,886,341.00","172.62","United States","NASDAQ","USD","1.00","USD","-"
"AVB","AVALONBAY COMMUNITIES REIT INC","Real Estate","Equity","325,525,734.56","0.04","325,525,734.56","1,818,986.00","178.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CINF","CINCINNATI FINANCIAL CORP","Financials","Equity","325,208,214.64","0.04","325,208,214.64","2,010,188.00","161.78","United States","NASDAQ","USD","1.00","USD","-"
"VLTO","VERALTO CORP","Industrials","Equity","325,250,452.86","0.04","325,250,452.86","3,191,546.00","101.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PPG","PPG INDUSTRIES INC","Materials","Equity","324,829,153.76","0.04","324,829,153.76","2,886,344.00","112.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DLTR","DOLLAR TREE INC","Consumer Staples","Equity","324,352,595.48","0.04","324,352,595.48","2,439,842.00","132.94","United States","NASDAQ","USD","1.00","USD","-"
"RF","REGIONS FINANCIAL CORP","Financials","Equity","323,132,291.10","0.04","323,132,291.10","11,278,614.00","28.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OMC","OMNICOM GROUP INC","Communication","Equity","322,392,994.88","0.04","322,392,994.88","4,102,736.00","78.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STLD","STEEL DYNAMICS INC","Materials","Equity","317,525,291.51","0.04","317,525,291.51","1,765,697.00","179.83","United States","NASDAQ","USD","1.00","USD","-"
"FE","FIRSTENERGY CORP","Utilities","Equity","316,621,743.18","0.04","316,621,743.18","6,684,014.00","47.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LDOS","LEIDOS HOLDINGS INC","Industrials","Equity","315,935,384.28","0.04","315,935,384.28","1,644,469.00","192.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","310,572,657.15","0.04","310,572,657.15","1,501,439.00","206.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DRI","DARDEN RESTAURANTS INC","Consumer Discretionary","Equity","310,195,153.80","0.04","310,195,153.80","1,496,070.00","207.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DVN","DEVON ENERGY CORP","Energy","Equity","304,585,837.25","0.04","304,585,837.25","8,068,499.00","37.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WAT","WATERS CORP","Health Care","Equity","303,890,174.46","0.04","303,890,174.46","766,026.00","396.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","301,744,624.98","0.04","301,744,624.98","6,860,951.00","43.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EIX","EDISON INTERNATIONAL","Utilities","Equity","299,048,850.42","0.04","299,048,850.42","4,949,501.00","60.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TROW","T ROWE PRICE GROUP INC","Financials","Equity","297,922,511.11","0.04","297,922,511.11","2,807,147.00","106.13","United States","NASDAQ","USD","1.00","USD","-"
"STZ","CONSTELLATION BRANDS INC CLASS A","Consumer Staples","Equity","296,258,751.18","0.04","296,258,751.18","1,813,311.00","163.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BRO","BROWN & BROWN INC","Financials","Equity","294,839,552.35","0.04","294,839,552.35","3,776,605.00","78.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IP","INTERNATIONAL PAPER","Materials","Equity","290,600,240.48","0.04","290,600,240.48","6,791,312.00","42.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LH","LABCORP HOLDINGS INC","Health Care","Equity","287,003,629.22","0.04","287,003,629.22","1,066,373.00","269.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LUV","SOUTHWEST AIRLINES","Industrials","Equity","285,033,357.95","0.04","285,033,357.95","6,651,887.00","42.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPAY","CORPAY INC","Financials","Equity","284,743,292.25","0.04","284,743,292.25","899,805.00","316.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NVR","NVR INC","Consumer Discretionary","Equity","284,222,724.50","0.04","284,222,724.50","36,454.00","7,796.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHD","CHURCH AND DWIGHT INC","Consumer Staples","Equity","283,419,479.04","0.04","283,419,479.04","3,088,704.00","91.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LYV","LIVE NATION ENTERTAINMENT INC","Communication","Equity","283,348,505.49","0.04","283,348,505.49","2,028,119.00","139.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SW","SMURFIT WESTROCK PLC","Materials","Equity","281,546,280.82","0.04","281,546,280.82","6,714,674.00","41.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMS","CMS ENERGY CORP","Utilities","Equity","280,612,725.88","0.04","280,612,725.88","3,914,252.00","71.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","280,149,038.88","0.04","280,149,038.88","1,723,888.00","162.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"Q","QNITY ELECTRONICS INC","Information Technology","Equity","276,435,638.70","0.04","276,435,638.70","2,691,681.00","102.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQR","EQUITY RESIDENTIAL REIT","Real Estate","Equity","273,218,114.55","0.04","273,218,114.55","4,453,433.00","61.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALB","ALBEMARLE CORP","Materials","Equity","272,617,502.22","0.04","272,617,502.22","1,514,037.00","180.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrials","Equity","272,431,939.96","0.04","272,431,939.96","1,518,742.00","179.38","United States","NASDAQ","USD","1.00","USD","-"
"CNC","CENTENE CORP","Health Care","Equity","271,619,426.38","0.04","271,619,426.38","6,001,313.00","45.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRSN","VERISIGN INC","Information Technology","Equity","271,238,387.28","0.04","271,238,387.28","1,073,064.00","252.77","United States","NASDAQ","USD","1.00","USD","-"
"NI","NISOURCE INC","Utilities","Equity","268,776,670.45","0.04","268,776,670.45","6,137,855.00","43.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","264,204,421.35","0.03","264,204,421.35","1,430,839.00","184.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LULU","LULULEMON ATHLETICA INC","Consumer Discretionary","Equity","263,499,818.40","0.03","263,499,818.40","1,388,010.00","189.84","United States","NASDAQ","USD","1.00","USD","-"
"CTRA","COTERRA ENERGY INC","Energy","Equity","262,541,218.75","0.03","262,541,218.75","9,814,625.00","26.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WRB","WR BERKLEY CORP","Financials","Equity","260,255,529.16","0.03","260,255,529.16","3,853,354.00","67.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOW","DOW INC","Materials","Equity","259,725,441.63","0.03","259,725,441.63","9,142,043.00","28.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KEY","KEYCORP","Financials","Equity","259,171,706.07","0.03","259,171,706.07","11,948,903.00","21.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TPL","TEXAS PACIFIC LAND CORP","Energy","Equity","257,877,297.45","0.03","257,877,297.45","744,815.00","346.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PODD","INSULET CORP","Health Care","Equity","257,892,504.48","0.03","257,892,504.48","905,013.00","284.96","United States","NASDAQ","USD","1.00","USD","-"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Real Estate","Equity","255,090,606.61","0.03","255,090,606.61","1,370,497.00","186.13","United States","NASDAQ","USD","1.00","USD","-"
"AMCR","AMCOR PLC","Materials","Equity","252,826,960.00","0.03","252,826,960.00","5,962,900.00","42.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","252,746,780.00","0.03","252,746,780.00","1,148,849.00","220.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WY","WEYERHAEUSER REIT","Real Estate","Equity","251,211,467.83","0.03","251,211,467.83","9,280,069.00","27.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTAP","NETAPP INC","Information Technology","Equity","249,872,571.62","0.03","249,872,571.62","2,573,618.00","97.09","United States","NASDAQ","USD","1.00","USD","-"
"SNA","SNAP ON INC","Industrials","Equity","248,633,849.52","0.03","248,633,849.52","669,018.00","371.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PTC","PTC INC","Information Technology","Equity","248,536,690.08","0.03","248,536,690.08","1,540,644.00","161.32","United States","NASDAQ","USD","1.00","USD","-"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","245,499,990.40","0.03","245,499,990.40","10,959,821.00","22.40","United States","NASDAQ","USD","1.00","USD","-"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","243,614,422.48","0.03","243,614,422.48","1,788,127.00","136.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TYL","TYLER TECHNOLOGIES INC","Information Technology","Equity","240,388,190.77","0.03","240,388,190.77","553,469.00","434.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROL","ROLLINS INC","Industrials","Equity","239,009,406.00","0.03","239,009,406.00","3,775,820.00","63.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WST","WEST PHARMACEUTICAL SERVICES INC","Health Care","Equity","235,958,189.36","0.03","235,958,189.36","924,746.00","255.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materials","Equity","235,049,362.50","0.03","235,049,362.50","3,296,625.00","71.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HPQ","HP INC","Information Technology","Equity","234,796,612.68","0.03","234,796,612.68","12,022,356.00","19.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Equity","234,232,287.42","0.03","234,232,287.42","2,571,438.00","91.09","United States","NASDAQ","USD","1.00","USD","-"
"DD","DUPONT DE NEMOURS INC","Materials","Equity","233,636,524.56","0.03","233,636,524.56","5,385,812.00","43.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LVS","LAS VEGAS SANDS CORP","Consumer Discretionary","Equity","233,235,958.00","0.03","233,235,958.00","3,913,355.00","59.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EVRG","EVERGY INC","Utilities","Equity","227,742,584.87","0.03","227,742,584.87","2,961,157.00","76.91","United States","NASDAQ","USD","1.00","USD","-"
"PNR","PENTAIR","Industrials","Equity","225,954,812.65","0.03","225,954,812.65","2,108,771.00","107.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"L","LOEWS CORP","Financials","Equity","223,856,224.74","0.03","223,856,224.74","2,186,523.00","102.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPN","GLOBAL PAYMENTS INC","Financials","Equity","223,362,192.60","0.03","223,362,192.60","3,045,156.00","73.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APTV","APTIV PLC","Consumer Discretionary","Equity","223,097,702.07","0.03","223,097,702.07","2,779,341.00","80.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","222,848,803.44","0.03","222,848,803.44","3,304,401.00","67.44","United States","NASDAQ","USD","1.00","USD","-"
"MRNA","MODERNA INC","Health Care","Equity","222,767,952.74","0.03","222,767,952.74","4,472,354.00","49.81","United States","NASDAQ","USD","1.00","USD","-"
"FTV","FORTIVE CORP","Industrials","Equity","222,397,035.88","0.03","222,397,035.88","4,085,177.00","54.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INCY","INCYTE CORP","Health Care","Equity","222,028,202.07","0.03","222,028,202.07","2,121,221.00","104.67","United States","NASDAQ","USD","1.00","USD","-"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Health Care","Equity","220,550,604.75","0.03","220,550,604.75","2,548,245.00","86.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","218,395,154.74","0.03","218,395,154.74","3,640,526.00","59.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TXT","TEXTRON INC","Industrials","Equity","218,324,498.56","0.03","218,324,498.56","2,266,658.00","96.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MKC","MCCORMICK & CO NON-VOTING INC","Consumer Staples","Equity","216,629,104.64","0.03","216,629,104.64","3,254,644.00","66.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IT","GARTNER INC","Information Technology","Equity","215,496,053.76","0.03","215,496,053.76","927,104.00","232.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOLX","HOLOGIC INC","Health Care","Equity","214,943,680.64","0.03","214,943,680.64","2,860,576.00","75.14","United States","NASDAQ","USD","1.00","USD","-"
"TRMB","TRIMBLE INC","Information Technology","Equity","214,953,856.48","0.03","214,953,856.48","3,060,277.00","70.24","United States","NASDAQ","USD","1.00","USD","-"
"CDW","CDW CORP","Information Technology","Equity","213,715,132.02","0.03","213,715,132.02","1,674,621.00","127.62","United States","NASDAQ","USD","1.00","USD","-"
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Industrials","Equity","213,382,812.44","0.03","213,382,812.44","504,833.00","422.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ESS","ESSEX PROPERTY TRUST REIT INC","Real Estate","Equity","213,283,857.76","0.03","213,283,857.76","829,124.00","257.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"J","JACOBS SOLUTIONS INC","Industrials","Equity","212,922,549.60","0.03","212,922,549.60","1,537,680.00","138.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LII","LENNOX INTERNATIONAL INC","Industrials","Equity","212,663,305.26","0.03","212,663,305.26","411,803.00","516.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","212,092,159.91","0.03","212,092,159.91","1,131,943.00","187.37","United States","NASDAQ","USD","1.00","USD","-"
"COO","COOPER INC","Health Care","Equity","211,070,545.14","0.03","211,070,545.14","2,557,191.00","82.54","United States","NASDAQ","USD","1.00","USD","-"
"SMCI","SUPER MICRO COMPUTER INC","Information Technology","Equity","207,868,786.32","0.03","207,868,786.32","6,447,543.00","32.24","United States","NASDAQ","USD","1.00","USD","-"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Real Estate","Equity","203,695,049.46","0.03","203,695,049.46","1,504,617.00","135.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Industrials","Equity","202,891,041.00","0.03","202,891,041.00","967,530.00","209.70","United States","NASDAQ","USD","1.00","USD","-"
"TTD","TRADE DESK INC CLASS A","Communication","Equity","200,085,484.23","0.03","200,085,484.23","5,663,331.00","35.33","United States","NASDAQ","USD","1.00","USD","-"
"INVH","INVITATION HOMES INC","Real Estate","Equity","199,486,457.50","0.03","199,486,457.50","7,254,053.00","27.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BG","BUNGE GLOBAL SA","Consumer Staples","Equity","195,111,180.32","0.03","195,111,180.32","1,740,976.00","112.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FOXA","FOX CORP CLASS A","Communication","Equity","194,835,200.30","0.03","194,835,200.30","2,679,989.00","72.70","United States","NASDAQ","USD","1.00","USD","-"
"FFIV","F5 INC","Information Technology","Equity","194,044,206.55","0.03","194,044,206.55","741,901.00","261.55","United States","NASDAQ","USD","1.00","USD","-"
"VTRS","VIATRIS INC","Health Care","Equity","193,327,163.10","0.03","193,327,163.10","14,814,342.00","13.05","United States","NASDAQ","USD","1.00","USD","-"
"BALL","BALL CORP","Materials","Equity","192,749,585.52","0.03","192,749,585.52","3,446,881.00","55.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IEX","IDEX CORP","Industrials","Equity","191,632,872.34","0.03","191,632,872.34","962,689.00","199.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DECK","DECKERS OUTDOOR CORP","Consumer Discretionary","Equity","191,102,840.40","0.03","191,102,840.40","1,874,660.00","101.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NDSN","NORDSON CORP","Industrials","Equity","188,299,445.90","0.02","188,299,445.90","689,489.00","273.10","United States","NASDAQ","USD","1.00","USD","-"
"MAS","MASCO CORP","Industrials","Equity","187,488,256.12","0.02","187,488,256.12","2,671,534.00","70.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVY","AVERY DENNISON CORP","Materials","Equity","184,797,344.23","0.02","184,797,344.23","994,229.00","185.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","184,293,022.68","0.02","184,293,022.68","2,006,238.00","91.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RL","RALPH LAUREN CORP CLASS A","Consumer Discretionary","Equity","184,240,064.96","0.02","184,240,064.96","498,512.00","369.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALLE","ALLEGION PLC","Industrials","Equity","183,081,092.48","0.02","183,081,092.48","1,103,696.00","165.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","182,212,070.32","0.02","182,212,070.32","8,709,946.00","20.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GEN","GEN DIGITAL INC","Information Technology","Equity","181,626,623.02","0.02","181,626,623.02","7,208,836.00","25.20","United States","NASDAQ","USD","1.00","USD","-"
"GDDY","GODADDY INC CLASS A","Information Technology","Equity","181,020,730.16","0.02","181,020,730.16","1,738,244.00","104.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BLDR","BUILDERS FIRSTSOURCE INC","Industrials","Equity","180,405,254.60","0.02","180,405,254.60","1,422,530.00","126.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","174,859,480.90","0.02","174,859,480.90","930,995.00","187.82","United States","NASDAQ","USD","1.00","USD","-"
"EG","EVEREST GROUP LTD","Financials","Equity","174,561,664.66","0.02","174,561,664.66","540,539.00","322.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TKO","TKO GROUP HOLDINGS INC CLASS A","Communication","Equity","174,300,348.36","0.02","174,300,348.36","852,658.00","204.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CLX","CLOROX","Consumer Staples","Equity","174,012,620.70","0.02","174,012,620.70","1,574,205.00","110.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AKAM","AKAMAI TECHNOLOGIES INC","Information Technology","Equity","173,425,111.20","0.02","173,425,111.20","1,850,460.00","93.72","United States","NASDAQ","USD","1.00","USD","-"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Materials","Equity","171,415,585.28","0.02","171,415,585.28","3,307,904.00","51.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RVTY","REVVITY INC","Health Care","Equity","169,939,427.96","0.02","169,939,427.96","1,458,332.00","116.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IVZ","INVESCO LTD","Financials","Equity","167,328,483.57","0.02","167,328,483.57","5,736,321.00","29.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BBY","BEST BUY INC","Consumer Discretionary","Equity","167,282,984.96","0.02","167,282,984.96","2,513,266.00","66.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SWK","STANLEY BLACK & DECKER INC","Industrials","Equity","166,392,382.26","0.02","166,392,382.26","1,991,769.00","83.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOC","HEALTHPEAK PROPERTIES INC","Real Estate","Equity","160,061,329.71","0.02","160,061,329.71","8,936,981.00","17.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DPZ","DOMINOS PIZZA INC","Consumer Discretionary","Equity","160,013,194.72","0.02","160,013,194.72","401,116.00","398.92","United States","NASDAQ","USD","1.00","USD","-"
